209	
1	Ismu’lláh'u'l-Jamál	Ismu'llah'u'l-Jamal
1	Ismu’lláh'u'l-Jud	Ismullah'u'l-Jud
1	Ismu’lláh-Mihdí	Ismu'llah-Mihdi
1	Ismu’lláhu’l-A[.s]daq	Ismu'lláhu'l-A[.s]daq
7	Ismu’lláhu’l-Asdaq	Ismu'llahu'l-Asdaq
1	Ismu’lláhu’l-Asdaq	Ismullahu'l-Asdaq
5	Ismu’lláhu’l-Jamál	Ismu'llahu'l-Jamal
1	Ismu’lláhu’l-Jamál	Ismu'lláhu'l-Jamál
4	Ismu’lláhu’l-Javád	Ismu'llahu'l-Javad
1	Ismu’lláhu’l-Mihdí	Ismu'llah'l-Mihdi
5	Ismu’lláhu’l-Mihdí	Ismu'llahu'l-Mihdi
1	Ismu’lláhu’l-Mihdí	Ismu'lláhu'l-Mihdí
1	Ismu’lláhu’l-Mihdí.\	Ismu'lláhu'l-Mihdí.\
5	Ismu’lláhu’l-Munib	Ismu'llahu'l-Munib
1	Ismu’lláhu’l-Muníb	Ismu'lláhu'l-Muníb
1	Ismu’lláhu’l-Zayn	Ismu'llahu'l-Zayn
38	Ismá’íl	Isma'il
1	Ismá’íl	Isma'íl
10	Ismá’íl	Ismail
1	Ismá’íl	Isma‘il
2	Ismá’íl	Isma’il
1	Ismá’íl	Ismá'il
7	Ismá’íl	Ismá'íl
1	Ismá’íl	Ismá‘il
3	Ismá’íl	Ismá‘íl
3	Ismá’íl's	Isma'il's
1	Ismá’íl-i-Azghandi	Isma'il-i-Azghandi
3	Ismá’íl-i-Dhabih	Isma'il-i-Dhabih
1	Ismá’íl-i-Ka<u>sh<u>í	Isma'il-i-Kashi
1	Ismá’íl-i-Khayyat	Isma'il-i-Khayyat
1	Ismá’íl-i-Ká<u>sh</u>ání	Isma'il-i-Kashani
3	Ismá’íl-i-Qumi	Isma'il-i-Qumi
1	Ismá’íl-i-Sabbagh	Isma'il-i-Sabbagh
2	Ismá’íl-i-Sabbagh-i-Sidihi	Isma'il-i-Sabbagh-i-Sidihi
1	Ismá’íl-i-Safavi	Isma'il-i-Safavi
4	Ismá’íl-i-Vazir	Isma'il-i-Vazir
1	Ismá’íl-i-Vazír	Ismá'il-i-Vazír
3	Ismá’íl-i-Zavari'i	Isma'il-i-Zavari'i
2	Ismá’íl-Áqá	Isma'il-Aqa
2	Izzi'd-Dín	Izzi'd-Din
1	Izzu'd-Dawlih	Izzu'd-Dawla
3	Izzu'd-Dín	Izzu'd-Din
6	IṢFAHÁN	ISFAHAN
1	IṢFAHÁNÍ	ISFAHANI
1	Iṣfahán	Espahan
2	Iṣfahán	Esphahan
61	Iṣfahán	Isfahan
5	Iṣfahán	Isfahán
1	Iṣfahán	Isfáhán
5	Iṣfahán	Ispahan
1	Iṣfahán	Isphahan
3	Iṣfahán's	Isfahan's
1	Iṣfahán, Mírzá Muḥammad-‘Alí	Isfahan, Mirza Muhammad Ali
1	Iṣfahán,\	Isfahan,\
1	Iṣfahán-ast	Isfahan-ast
1	Iṣfahán.[8-	Isfahan.[8-
1	Iṣfahán=i	Isfahan=i
1	Iṣfahánian	Isfahanian
1	Iṣfahán{102}	Isfahan{102}
1	Iṣfahán{236}	Isfahan{236}
1	Iṣfahán}	Isfahan}
1	Iṣfahán}	Ispahan}
23	Iṣfahání	Isfahani
1	Iṣfahání	Isfahanl
4	Iṣfahání	Isfahání
2	Iṣfahání	Isfáhání
4	Iṣfahánís	Isfahanis
1	Iḥti<u>sh</u>ámu's-Sulṭánih	Iḥti<u>sh</u>ámu's-Sulṭanih
2	JALÁL	JALAL
2	JALÁLIYYIH	JALALIYYIH
1	JAMÁL	JAMAL
1	JAMÁLU	JAMALU
1	JAMÁLU'D-DÍN	JAMALU'D-DIN
1	JAVÁD-I-KARBILÁ'I	JAVAD-I-KARBILA'I
1	JULFÁ	JULFA
1	Ja'far-i-Hádíoff	Ja'far-i-Hadioff
1	Ja'far-i-Kirmání	Ja'far-i-Kirmani
1	Ja'far-i-Rahmaniy-i-<u>Sh</u>írází	Ja'far-i-Rahmaniy-i-Shirazi
5	Ja'far-i-Tabrízí	Ja'far-i-Tabrizi
4	Ja'far-i-Yazdí	Ja'far-i-Yazdi
1	JaTnalu'd-Dín	JaTnalu'd-Din
2	Jabal-i-Núr	Jabal-i-Nur
1	Jafar-i-Tabrízí	Jafar-i-Tabrizi
1	Jaffar-Kuli-<u>Kh</u>án	Jaffar-Kuli-Khan
1	Jaffar-i-Tabrízí	Jaffar-i-Tabrizi
1	Jahan-<u>Sh</u>áh	Jahan-Shah
1	Jald:lu'd-Dawlih	Jald:lu'd-Dawla
1	Jaldiu'd-Dawlih	Jaldiu'd-Dawla
32	Jalál	Jalal
2	Jalál's	Jalal's
1	Jalál-addin-rumi	Jalal-addin-rumi
1	Jalál-i-Dih-Kurdi	Jalal-i-Dih-Kurdi
4	Jalál-i-Din	Jalal-i-Din
1	Jalál-ud-din	Jalal-ud-din
4	Jaláli	Jalali
1	Jaláli'd-Dln-i-Rumi	Jalali'd-Dln-i-Rumi
3	Jaláliyyih	Jalaliyyih
3	Jalálu'd-Dawlih	Jalalu'd-Dawla
10	Jalálu'd-Dawlih	Jalalu'd-Dawlih
2	Jalálu'd-Dawlih's	Jalalu'd-Dawlih's
1	Jalálu'd-Dawlili	Jalalu'd-Dawlili
1	Jalálu'd-Dín	Jalala'd-Din
1	Jalálu'd-Dín	Jalali'd-Din
12	Jalálu'd-Dín	Jalalu'd-Din
1	Jalálu'd-Dín	Jalálu‘d-Dín
1	Jalálu'd-Dín Ḥusayni	Jalalu'd Din Husayni
1	Jalálu'd-Dín's	Jalali'd-Din's
1	Jalálu'd-Dín-i-Mankubarni	Jalalu'd-Din-i-Mankubarni
1	Jalálu'd-Dín-i-Rumi	Jalali'd Din-i-Rumi
4	Jalálu'd-Dín-i-Rumi	Jalali'd-Din-i-Rumi
2	Jalálu'd-Dín-i-Rumi	Jalalu'd-Din-i-Rumi
1	Jalálu'd-Dín-i-Rumi's	Jalali'd-Din-i-Rumi's
2	Jalálu'd-Dín-i-Rúmí	Jaláli'd-Dín-i-Rúmí
1	Jalálu'l-Mulk	Jalalu'l-Mulk
1	Jalálu~d-Dawlih	Jalalu~d-Dawla
1	Jalálu’d-din	Jalalu’d-din
2	Jalál}	Jalal}
1	Jalálí	Jalalí
1	Jam&lu'd-Dín	Jam&lu'd-Din
1	Jamilu'd-Dín	Jamilu'd-Din
46	Jamál	Jamal
7	Jamál's	Jamal's
1	Jamál'u-Din	Jamal'u-Din
1	Jamál-i	Jamal-i
1	Jamál-i-	Jamal-i-
1	Jamál-i-Abhá	Jamal-i-Abha
1	Jamál-i-Burujiridi	Jamal-i-Burujiridi
1	Jamál-i-Burundi	Jamal-i-Burundi
1	Jamál-i-Burújird	Jamal-i-Burujird
14	Jamál-i-Burújirdí	Jamal-i-Burujirdi
1	Jamál-i-Burújirdí}	Jamal-i-Burujirdi}
6	Jamál-i-Mubarak	Jamal-i-Mubarak
1	Jamál-i-Mubarak[1]had	Jamal-i-Mubarak[1]had
1	Jamál-i-Qadim	Jamal-i-Qadim
1	Jamál-i-Qidam	Jamal-i-Qidam
2	Jamáli	Jamali
2	Jamáli'd-Dín	Jamali'd-Din
1	Jamáli'd-Dín-i-Afghani	Jamali'd-Din-i-Afghani
1	Jamáliyyih	Jamaliyyih
1	Jamáls	Jamals
1	Jamáltl'd-l)in	Jamaltl'd-l)in
1	Jamálu'Din	Jamalu'Din
2	Jamálu'd	Jamalu'd
1	Jamálu'd-	Jamalu'd-
1	Jamálu'd-D'n	Jamalu'd-D'n
1	Jamálu'd-D1n	Jamalu'd-D1n
1	Jamálu'd-D;n	Jamalu'd-D;n
1	Jamálu'd-DIn's	Jamalu'd-DIn's
1	Jamálu'd-D[n	Jamalu'd-D[n
1	Jamálu'd-D[n's	Jamalu'd-D[n's
1	Jamálu'd-Dln	Jamalu'd-Dln
1	Jamálu'd-Dlrt	Jamalu'd-Dlrt
1	Jamálu'd-Dm	Jamalu'd-Dm
1	Jamálu'd-Dm'who	Jamalu'd-Dm'who
1	Jamálu'd-Dn	Jamalu'd-Dn
1	Jamálu'd-D~n	Jamalu'd-D~n
13	Jamálu'd-Dín	Jamalu'd-Din
1	Jamálu'd-Dín"al-Afghan	Jamalu'd-Din"al-Afghan
4	Jamálu'd-Dín's	Jamalu'd-Din's
5	Jamálu'd-Dín-i-Afghani	Jamalu'd-Din-i-Afghani
2	Jamálu'd-Dín-i-Asadabadi	Jamalu'd-Din-i-Asadabadi
1	Jamálu'd-Dín-i-Asadabadi}	Jamalu'd-Din-i-Asadabadi}
1	Jamálu'd-I)in	Jamalu'd-I)in
1	Jamálu'd-l);n	Jamalu'd-l);n
1	Jamálu'd-lin	Jamalu'd-lin
1	Jamálu'd-llin	Jamalu'd-llin
1	Jamálu'd-l~in	Jamalu'd-l~in
1	Jamálu'l-‘Ilm	Jamalu'l-'Ilm
1	Jamálul-lah	Jamalul-lah
1	Jamálu’d-Dín	Jamalu’d-Din
1	Jamálzadeh	Jamalzadeh
2	Jamál}	Jamal}
1	Jamílih	Jameeleh
1	Jan-‘Alí	Jan-'Ali
1	Janab-i-Babu'l-Báb	Janab-i-Babu'l-Bab
1	Janab-i-Quddús	Janab-i-Quddus
1	Janet/<u>Kh</u>án	Janet/Khan
1	Janiy-i-Ká<u>sh</u>ání	Janiy-i-Kashani
1	Jan~alu'd-Dín's	Jan~alu'd-Din's
3	Jasim-i-Ba<u>gh</u>dádí	Jasim-i-Baghdadi
1	Jav&d-i-Karbilá'i	Jav&d-i-Karbila'i
1	Javid-i-Karbilá'i	Javid-i-Karbila'i
22	Javád	Javad
6	Javád	Jawad
1	Javád of Tabríz, Ḥájí Siyyid'‘Alí-Akbar of	Jawad of Tabriz, Hajji Siyyid'Ali Akbar of
5	Javád's	Javad's
2	Javád's	Jawad's
1	Javád-i	Javad-i
1	Javád-i-	Javad-i-
2	Javád-i-<u>Kh</u>urasání	Javad-i-Khurasani
4	Javád-i-<u>Sh</u>írází	Javad-i-Shirazi
1	Javád-i-Baraghani	Javad-i-Baraghani
15	Javád-i-Karbilá'i	Javad-i-Karbila'i
1	Javád-i-Ká<u>sh</u>ání	Javád-i-Káshání
6	Javád-i-Qazvini	Javad-i-Qazvini
1	Javád-i-Yazdí	Javad-i-Yazdi
1	Ja~nalu'd-Dín~s	Ja~nalu'd-Din~s
1	Jemalu'd-Dín	Jemalu'd-Din
1	Jilawdar-i-Yazdí	Jilawdar-i-Yazdi
1	JinBhi-Báb&	JinBhi-Bab&
1	Jinib-i-Furútan	Jinib-i-Furutan
2	Jináb	Jenab
4	Jináb	Jinab
1	Jináb-	Jinab-
1	Jináb-Kalim{157}	Jinab-Kalim{157}
1	Jináb-e-Siyyid	Jinab-e-Seyed
2	Jináb-i	Jinab-i
1	Jináb-i-	Jenab-i-
1	Jináb-i-	Jinab-i-
1	Jináb-i-'Adilih	Jinab-i-'Adilih
3	Jináb-i-<u>Kh</u>án	Jinab-i-Khan
1	Jináb-i-<u>Kh</u>án's	Jinab-i-Khan's
1	Jináb-i-<u>Sh</u>ay<u>kh</u>-‘Alí	Jináb-i-<u>Sh</u>ay<u>kh</u>-'Alí
1	Jináb-i-Aba-Badí‘	Jinab-i-Aba-Badi
1	Jináb-i-Adib	Jinab-i-Adib
5	Jináb-i-Afnán	Jinab-i-Afnan
1	Jináb-i-Afnán's	Jinab-i-Afnan's
2	Jináb-i-Amín	Jinab-i-Amin
1	Jináb-i-Anis	Jinab-i-Anis
1	Jináb-i-Avarih	Jinab-i-Avarih
1	Jináb-i-Baba	Jinab-i-Baba
2	Jináb-i-Babu'l-Báb	Jinab-i-Babu'l-Bab
1	Jináb-i-Bahá	Jenab-i-Bahá
6	Jináb-i-Bahá	Jinab-i-Baha
1	Jináb-i-Banání	Jinab-i-Banani
1	Jináb-i-Bashari	Jinab-i-Bashari
1	Jináb-i-Dhabih	Jinab-i-Dhabih
1	Jináb-i-Dihqan	Jinab-i-Dihqan
1	Jináb-i-Faizi	Jinab-i-Faizi
1	Jináb-i-Fath-i-A'zam	Jinab-i-Fath-i-A'zam
3	Jináb-i-Faḍil	Jinab-i-Fadil
1	Jináb-i-Faḍil	Jinab-i-Fazil
1	Jináb-i-Faḍil	Jináb-i-Fazil
1	Jináb-i-Faḍil-i-Mazindarini	Jinab-i-Fadil-i-Mazindarini
2	Jináb-i-Faḍil-i-Mázindarání	Jinab-i-Fadil-i-Mazindarani
1	Jináb-i-Furghi	Jinab-i-Furghi
1	Jináb-i-Furghi's	Jinab-i-Furghi's
2	Jináb-i-Furughi	Jinab-i-Furughi
1	Jináb-i-Ghulam	Jinab-i-Ghulam
1	Jináb-i-Ibn-i-Abhar	Jinab-i-Ibn-i-Abhar
1	Jináb-i-Ibn-i-Asdaq	Jinab-i-Ibn-i-Asdaq
1	Jináb-i-Ismu’lláh	Jinab-i-Ismu'llah
7	Jináb-i-Kalim	Jinab-i-Kalim
2	Jináb-i-Khadimu'llah	Jenab-i-Khadimu'llah
1	Jináb-i-Kuddus	Jenab-i-Kuddus
1	Jináb-i-Majd	Jinab-i-Majd
1	Jináb-i-Man<u>sh</u>ádí	Jinab-i-Manshadi
1	Jináb-i-Maryam	Jenab-i-Maryam
1	Jináb-i-Mu'allim	Jinab-i-Mu'allim
1	Jináb-i-Muballigh	Jinab-i-Muballigh
1	Jináb-i-Mujtahid	Jinab-i-Mujtahid
1	Jináb-i-Mullá	Jinab-i-Mulla
4	Jináb-i-Munib	Jinab-i-Munib
1	Jináb-i-Munib's	Jinab-i-Munib's
5	Jináb-i-Munír	Jinab-i-Munir
1	Jináb-i-Mutahharih	Jinab-i-Mutahharih
2	Jináb-i-Muḥammad	Jinab-i-Muhammad
2	Jináb-i-Mírzá	Jinab-i-Mirza
1	Jináb-i-Nabíl	Jinab-i-Nabil
1	Jináb-i-Nayib	Jinab-i-Nayib
1	Jináb-i-Nuru'd-Dín-Zayn's	Jinab-i-Nuru'd-Din-Zayn's
1	Jináb-i-Nuru'd-Dín-i-Zayn	Jinab-i-Nuru'd-Din-i-Zayn
1	Jináb-i-Quddús	Jinab-i-Quddus
1	Jináb-i-Rafi'a	Jinab-i-Rafi'a
1	Jináb-i-Sahib	Jenab-i-Sahib
2	Jináb-i-Samandar	Jinab-i-Samandar
3	Jináb-i-Samandarí	Jinab-i-Samandari
1	Jináb-i-Siyyid	Jinab-i-Siyyid
1	Jináb-i-Ustad	Jinab-i-Ustad
1	Jináb-i-Vakíl	Jinab-i-Vakil
1	Jináb-i-Valiyu'llah	Jinab-i-Valiyu'llah
3	Jináb-i-Varqá	Jinab-i-Varqa
1	Jináb-i-Vazir	Jinab-i-Vazir
1	Jináb-i-Yamamoto	Jinab-i-Yamamoto
1	Jináb-i-Yamamoto's	Jinab-i-Yamamoto's
3	Jináb-i-Zayn	Jinab-i-Zayn
2	Jináb-i-Zaynu’l-Muqarrabín	Jinab-i-Zaynu'l-Muqarrabin
1	Jináb-i-ibn-i-Abhar	Jinab-i-ibn-i-Abhar
4	Jináb-i-Áqá	Jinab-i-Aqa
1	Jináb-i-Ḥusayn	Jinab-i-Husayn
2	Jináb-i-Ṭáhirih	Jinab-i-Tahirih
3	Jináb-i-Ḥájí	Jinab-i-Haji
2	Jinábí	Jenabi
2	Jinábí	Jinabi
1	Jinábí-Munír	Jinabi-Munir
1	Jinábí-Zayn	Jinábi-Zayn
1	John/Ḥasan	John/Hasan
11	Julfá	Julfa
1	Julfá-Tabríz	Julfa-Tabriz
1	Junayd-i-Ba<u>gh</u>dádí	Junayd-i-Baghdadi
1	Juvayní	Juvayni
1	J~lu'd-Dawlih	J~lu'd-Dawla
1	J~mtazu'd-Dawlih	J~mtazu'd-Dawla
2	KALIMÁT	KALIMAT
1	KALIMÁT-I-FIRDAWSIYYIH	KALIMAT-I-FIRDAWSIYYIH
1	KAMÁLI'D-DÍN	KAMALI'D-DIN
1	KARBILÁ	KARBILA
1	KAY-<U>KH</U>USRAW-I-KHUDADAD	KAY-KHUSRAW-I-KHUDADAD
3	KIRMÁN	KIRMAN
1	KIRMÁN<U>SH</U>ÁH	KIRMANSHAH
1	KIRMÁNÍ	KIRMANI
1	KIT~B-I-Íqán	KIT~B-I-Iqan
5	KITÁB-I-AQDAS	KITAB-I-AQDAS
2	KITÁB-I-BADÍ‘	KITAB-I-BADI
3	KITÁB-I-ÍQÁN	KITAB-I-IQAN
1	KITÁB-I-‘AHD	KITAB-I-'AHD
6	Ka<u>sh<u>í	Kashi
1	Kafa'i-<u>Kh</u>urasání	Kafa'i-Khurasani
1	Kalb-‘Alí	Kalb-'Ali
1	Kalb-‘Alí's	Kalb-'Ali's
43	Kalimát	Kalimat
1	Kalimát-i	Kalimat-i
1	Kalimát-i-	Kalimat-i-
1	Kalimát-i-'Aliyat	Kalimat-i-'Aliyat
1	Kalimát-i-FirdawsIyyih	Kalimat-i-FirdawsIyyih
9	Kalimát-i-Firdawsiyyih	Kalimat-i-Firdawsiyyih
3	Kalimát-i-Firdawsiyyih}	Kalimat-i-Firdawsiyyih}
1	Kalimát-i-Maknuna	Kalimat-i-Maknuna
3	Kalimát-i-Maknunih	Kalimat-i-Maknunih
1	Kalimát-i-Maknunih}	Kalimat-i-Maknunih}
1	Kalimát-i-Malnunih}	Kalimat-i-Malnunih}
1	Kalimát-i-maknuna-i-Fatima	Kalimat-i-maknuna-i-Fatima
1	Kamh'd-Dín	Kamh'd-Din
1	Kamran-Mírzá	Kamran-Mirza
25	Kamál	Kamal
2	Kamál's	Kamal's
1	Kamál-abad	Kamal-abad
1	Kamál-i-Din	Kamal-i-Din
2	Kamál-ud-Din	Kamal-ud-Din
1	Kamáli'd-Dín	Kamali'd-Din
6	Kamálu'd-Dín	Kamalu'd-Din
1	Kamálu'd-Dín-Naraqi	Kamalu'd-Din-Naraqi
3	Kamálu'd-Dín-i-Naraqi	Kamalu'd-Din-i-Naraqi
1	Kamáluddin	Kamaluddin
1	Kamálu’d-Dín	Kamalu’d-Din
1	Kamál}	Kamal}
1	Karbilá	Karbela
50	Karbilá	Karbila
9	Karbilá'i	Karbila'i
1	Karbilá."}	Karbila."}
1	Karim-i-Ṭihrání	Karim-i-Tihrani
1	Katab-el-Aqdas	Katab-el-Akdas
3	Kay-<u>Kh</u>usraw	Kay-Khusraw
2	Kay-<u>Kh</u>usraw's	Kay-Khusraw's
2	Kay-<u>Kh</u>usraw-i-Khudadad	Kay-Khusraw-i-Khudadad
1	Key-<u>Kh</u>usraw	Key-Khosraw
1	Khabiru'd-Dín	Khabiru'd-Din
1	Khadijih-Sulṭán	Khadijih-Sultan
1	Khalil-Sulṭán	Khalil-Sultan
1	Khalil-i-Ká<u>sh</u>ání	Khalil-i-Kashani
1	Khalil-i-Tabrízí	Khalil-i-Tabrizi
1	Khanadan-i-Afnán}	Khanadan-i-Afnan}
1	Khandan-i-Afnán	Khandan-i-Afnan
2	Khandan-i-Afnán}	Khandan-i-Afnan}
1	Khani-Kirmán	Khani-Kirman
5	Khanidan-i-Afnán	Khanidan-i-Afnan
1	Khatabat-i-‘Abdu’l-Bahá	Khatabat-i-'Abdu'l-Baha
1	Khatira't-i-Afnán	Khatira't-i-Afnan
1	Khatirat-i-Afnán	Khatirat-i-Afnan
1	Khatirat-i-Málmírí	Khatirat-i-Malmiri
5	Khatirat-i-Nuh-Saliy-i-‘Akká	Khatirat-i-Nuh-Saliy-i-'Akka
1	Khatirat-i-Nuh-Saliy-i-‘Akká	Khatirat-i-Nuh-Saliy-i-Akka
1	Khatirat-i-Nuh-Saliy-i-‘Akká}	Khatirat-i-Nuh-Saliy-i-‘Akka}
1	Khatirat-i-Ḥájí	Khatirat-i-Haji
1	Khayru'd-Dín	Khayru'd-Din
1	Khayyat-Bashiy-i-Ká<u>sh</u>ání	Khayyat-Bashiy-i-Kashani
1	Khayyat-i-Ká<u>sh</u>ání	Khayyat-i-Kashani
1	Khitábát-i-Hadrat-i-‘Abdu’l-Bahá	Khitábát-i-Hadrat-i-'Abdu'l-Bahá
1	Khiyaban-i-Zillu's-Sulṭán	Khiyaban-i-Zillu's-Sultan
1	Khiyaban-i-‘Alá’u'd-Dawlih	Khiyaban-i-'Ala'u'd-Dawla
1	Khn-i-‘Alí-Abadi	Khn-i-'Ali-Abadi
1	Khulasatu'l-Bayán}	Khulasatu'l-Bayan}
1	Khur-<u>Sh</u>áh	Khur-Shah
1	Ki?&b-i-Áqáh	Ki?&b-i-Aqah
1	King-<u>Kh</u>án	King-Khan
5	Kirmán	Kerman
29	Kirmán	Kirman
1	Kirmán)(S	Kirman)(S
1	Kirmán-i	Kirman-i
1	Kirmán...telegraphed	Kirman...telegraphed
1	Kirmán/Persian	Kirman/Persian
3	Kirmán<u>sh</u>áh	Kermanshah
24	Kirmán<u>sh</u>áh	Kirmanshah
2	Kirmán<u>sh</u>áh	Kirmánsháh
1	Kirmán<u>sh</u>áh, Muḥammad-‘Alí	Kirmanshah, Muhammad 'Alí
1	Kirmán<u>sh</u>áhí	Kirmanshahi
1	Kirmán{169}	Kirman{169}
6	Kirmání	Kermani
7	Kirmání	Kirmani
1	Kirmání's	Kermani's
1	Kitahi-Aqdas	Kitahi-Akdas
1	Kitbu'l-Áqáas	Kitbu'l-Aqaas
13	Kitáb	Kitab
1	Kitáb&%	Kitab&%
1	Kitáb&i-&&w	Kitab&i-&&w
1	Kitáb't	Kitab't
5	Kitáb-	Kitab-
1	Kitáb-Aqdas	Kitab-Aqdas
1	Kitáb-El-Aqdas}	Kitab-El-Akdas}
1	Kitáb-GAqdas	Kitab-GAqdas
1	Kitáb-I-Aqdas	Kitab-I-Aqdas
1	Kitáb-I-Nuqtatu'l-Kaf	Kitab-I-Nuqtatu'l-Kaf
1	Kitáb-I-Íqán	Kitab-I-Ighan
1	Kitáb-I-Íqán	Kitab-I-Iqan
1	Kitáb-I-Íqán}	Kitáb-I-Iqán}
1	Kitáb-LAqdas	Kitab-LAqdas
1	Kitáb-Mqdas	Kitab-Mqdas
1	Kitáb-b-i-Ahd	Kitab-b-i-Ahd
1	Kitáb-b-i-Aqdm	Kitab-b-i-Aqdm
1	Kitáb-b-i-Nug.titu	Kitab-b-i-Nug.titu
1	Kitáb-b-i-Nuqptu'f-ltit/	Kitab-b-i-Nuqptu'f-ltit/
1	Kitáb-b-i-iqti	Kitab-b-i-iqti
1	Kitáb-b-idqdas	Kitab-b-idqdas
1	Kitáb-el-Ah’d}	Kitab-el-Ah’d}
4	Kitáb-el-Aqdas	Kitab-el-Akdas
1	Kitáb-el-Hykl}	Kitab-el-Hykl}
1	Kitáb-el-‘A’hd}	Kitab-el-‘A’hd}
1	Kitáb-f-Nwq@tu'I-K4f	Kitab-f-Nwq@tu'I-K4f
9	Kitáb-i	Kitab-i
1	Kitáb-i&in	Kitab-i&in
1	Kitáb-i&n	Kitab-i&n
2	Kitáb-i'Ahd	Kitab-i'Ahd
6	Kitáb-i-	Kitab-i-
1	Kitáb-i-&AM	Kitab-i-&AM
1	Kitáb-i-&t	Kitab-i-&t
1	Kitáb-i-*X/ad	Kitab-i-*X/ad
1	Kitáb-i-/+	Kitab-i-/+
1	Kitáb-i-A&s	Kitab-i-A&s
1	Kitáb-i-A@-	Kitab-i-A@-
1	Kitáb-i-Aadas	Kitab-i-Aadas
1	Kitáb-i-Abd	Kitab-i-Abd
1	Kitáb-i-Acdas	Kitab-i-Acdas
1	Kitáb-i-Ah	Kitab-i-Ah
1	Kitáb-i-Amna'-i-Aqdas	Kitab-i-Amna'-i-Aqdas
1	Kitáb-i-Aodas	Kitab-i-Aodas
1	Kitáb-i-Aqdaa	Kitab-i-Aqdaa
1	Kitáb-i-Aqdar	Kitab-i-Aqdar
1	Kitáb-i-Aqdas	Kitab-i-Akdas
80	Kitáb-i-Aqdas	Kitab-i-Aqdas
1	Kitáb-i-Aqdas's	Kitab-i-Aqdas's
1	Kitáb-i-Aqdas+	Kitab-i-Aqdas+
1	Kitáb-i-Aqdas,'j	Kitab-i-Aqdas,'j
1	Kitáb-i-Aqdas,{11}	Kitab-i-Aqdas,{11}
1	Kitáb-i-Aqdas-a	Kitab-i-Aqdas-a
1	Kitáb-i-Aqdas."+	Kitab-i-Aqdas."+
1	Kitáb-i-Aqdas.+	Kitab-i-Aqdas.+
1	Kitáb-i-AqdasUg	Kitab-i-AqdasUg
1	Kitáb-i-AqdasZs	Kitab-i-AqdasZs
41	Kitáb-i-Aqdas}	Kitab-i-Aqdas}
1	Kitáb-i-Aqda}	Kitab-i-Aqda}
1	Kitáb-i-Aqddas	Kitab-i-Aqddas
1	Kitáb-i-Aqdm	Kitab-i-Aqdm
1	Kitáb-i-Aqdos	Kitab-i-Aqdos
1	Kitáb-i-Aqdrrs	Kitab-i-Aqdrrs
1	Kitáb-i-Aqdus	Kitab-i-Aqdus
1	Kitáb-i-Aqlim-i-Núr	Kitab-i-Aqlim-i-Nur
1	Kitáb-i-Asmd	Kitab-i-Asmd
4	Kitáb-i-Asmá’	Kitab-i-Asma
1	Kitáb-i-Asmá’}	Kitab-i-Asma'}
1	Kitáb-i-B&f	Kitab-i-B&f
7	Kitáb-i-Badayi'u'l-Athar	Kitab-i-Badayi'u'l-Athar
1	Kitáb-i-Badayi'u'l-Athar}	Kitab-i-Badayi'u'l-Athar}
1	Kitáb-i-Badayiu'l-Athar}	Kitab-i-Badayiu'l-Athar}
1	Kitáb-i-Baddayi'u'l-Athar	Kitab-i-Baddayi'u'l-Athar
2	Kitáb-i-Badi	Kitab-i-Badi
12	Kitáb-i-Badí‘	Kitab-i-Badi
4	Kitáb-i-Badí‘}	Kitab-i-Badi'}
1	Kitáb-i-Bayán}	Kitab-i-Bayan}
1	Kitáb-i-Budf	Kitab-i-Budf
1	Kitáb-i-Dilgusha	Kitab-i-Dilgusha
1	Kitáb-i-Fara'id}	Kitab-i-Fara'id}
1	Kitáb-i-I&n	Kitab-i-I&n
1	Kitáb-i-Iqtidarat}	Kitab-i-Iqtidarat}
3	Kitáb-i-Mubin	Kitab-i-Mubin
2	Kitáb-i-Mubin}	Kitab-i-Mubin}
2	Kitáb-i-Mustatab-i-Aqdas	Kitab-i-Mustatab-i-Aqdas
1	Kitáb-i-NW&	Kitab-i-NW&
1	Kitáb-i-Nrq@m'l-fiL	Kitab-i-Nrq@m'l-fiL
1	Kitáb-i-Nuq&m	Kitab-i-Nuq&m
1	Kitáb-i-Nuq.titu4-Kci~	Kitab-i-Nuq.titu4-Kci~
1	Kitáb-i-Nuq@tu	Kitab-i-Nuq@tu
1	Kitáb-i-Nuq[ahd	Kitab-i-Nuq[ahd
1	Kitáb-i-Nuqfahd	Kitab-i-Nuqfahd
1	Kitáb-i-Nuqfati	Kitab-i-Nuqfati
1	Kitáb-i-Nuqfatu	Kitab-i-Nuqfatu
1	Kitáb-i-Nuqfrrl.'I-Kdf	Kitab-i-Nuqfrrl.'I-Kdf
1	Kitáb-i-Nuqgtu	Kitab-i-Nuqgtu
1	Kitáb-i-Nuqgtu'l-wand	Kitab-i-Nuqgtu'l-wand
1	Kitáb-i-Nuqla-hr	Kitab-i-Nuqla-hr
1	Kitáb-i-Nuqpdu'l-KLf	Kitab-i-Nuqpdu'l-KLf
1	Kitáb-i-Nuqptu	Kitab-i-Nuqptu
1	Kitáb-i-Nuqtatu	Kitab-i-Nuqtatu
2	Kitáb-i-Nuqtatu'l-Kaf	Kitab-i-Nuqtatu'l-Kaf
1	Kitáb-i-Nuqtatu'l-Kaf'}	Kitab-i-Nuqtatu'l-Kaf'}
1	Kitáb-i-Nuqtatu'l-Kaf,Vol	Kitab-i-Nuqtatu'l-Kaf,Vol
