Abú’l-Qásim-i-Kás_háni,	Abú’l-Qásim-i-Kás_hání,	1
Abú’l-Qásim-i-Kás_háni	Abú’l-Qásim-i-Kás_hání	1
Al-Bayánu'l-'Arabi	Al-Bayanu'l-'Arabi	1
Aliy-i-Nuri,	Aliy-i-Núrí,	1
Allamiy-i-Nuri,	Allamiy-i-Núrí,	1
Allamiy-i-Nuri	Allamiy-i-Núrí	1
Alláha	Allaha	1
Alláho’Abhá!	Allaho’Abhá!	1
Alláhs	Allahs	1
Alláhu'l-Mustaghath?'	Allahu'l-Mustaghath?'	1
Alláhu	Allahu	1
Alláhyar	Allahyar	1
Alláh–u–Abhá!"	Alláh-u-Abhá!"	1
Alláh–u–Abhá, Alláh–u–Abhá, Alláh–u–Abhá.	Alláh-u-Abhá, Alláh-u-Abhá, Alláh-u-Abhá.	1
Alláh–u–Abhá.--How	Alláh-u-Abhá.--How	1
Alláh–u–Abhá.	Alláh-u-Abhá.	1
Alláh–u–Abhá.[1]	Alláh-u-Abhá.[1]	1
Alláh–u–Abhá;	Alláh-u-Abhá;	1
Alláh–u–Abhá?"	Alláh-u-Abhá?"	1
Asadu’lláh-i-Kás_háni	Asadu’lláh-i-Kás_hání	1
Asadu’lláh-i-Ras_hti,	Asadu’lláh-i-Ras_htí,	1
Asadu’lláh-i-Ras_hti	Asadu’lláh-i-Ras_htí	1
Azali's	Azalí's	1
Azali)	Azalí)	1
Azalies	Azalíes	1
Azaliintriguesthat	Azalíintriguesthat	1
Azalil	Azalíl	1
Aḥmad-i-Kás_háni,[2]	Aḥmad-i-Kás_hání,[2]	1
Aḥmad-i-Kás_háni--secretly	Aḥmad-i-Kás_hání--secretly	1
Aḥmad-i-Kás_háni.	Aḥmad-i-Kás_hání.	1
Aḥmad-i-Kás_háni[1]	Aḥmad-i-Kás_hání[1]	1
B&fandBahá’íHistow,	B&fandBahá'iHistow,	1
BAHRAMSHAHI,	BAHRÁMS_HÁHI,	1
BAHÁ’U’LLÁHS	BAHÁ'U'LLAHS	1
BAHÁ’ÍES	BAHAIES	1
BAHÁ’ÍES	BAHÁ'ÍES	1
BAHÁ’ÍRAT	BAHÁ'IRAT	1
BAHÁ’ÍSM--A	BAHAISM--A	1
BAHÁ’ÍSM	BAHAISM	1
BAHÁ’ÍST	BAHAIST	1
BAHÁ’ÍSTS	BAHAISTS	1
BAHÁ’ÍYYIH	BAHÁ'IYYIH	1
BAHÁ’Ís,	BAHÁ'Is,	1
BAHÁ’Ís	BAHÁ'Is	1
BANANI.	BANÁNÍ.	1
BAYAN:	BAYÁN:	1
BEGAN	BÍQÁN	1
BEGAN.	BÍQÁN.	1
BYJALALU’D-DIN	BYJALÁLU’D-DIN	1
Babism-Bahá’ísm	Babism-Bahá'ism	1
Babísm	Bábísm	1
Babísm:	Bábísm:	1
Babísm_.	Bábísm_.	1
Babíyyih	Bábíyyih	1
Babúya).	Bábúya).	1
Badi‘s	Badis	1
Bag_hdádís,	Bag_hdádis,	1
Bag_hdádís	Bag_hdádis	1
Bahjíh,	Behjeh,	1
Bahjísu,	Bajisu,	1
Bahjít	Behjet	1
Bahjítabad,	Behjetabad,	1
Bahráms,	Bahrams,	1
BaháP'u'llPh	BahaP'u'llPh	1
BaháT	BahaT	1
BaháVu'Uti	BahaVu'Uti	1
BaháWBh	BahaWBh	1
BaháWEh	BahaWEh	1
BaháWWs	BahaWWs	1
BaháYi-Religion',	BahaYi-Religion',	1
BaháYu'llc&	BahaYu'llc&	1
Bahás	Bahas	1
Bahá’u’lláhh_.	Bahá'u'llahh_.	1
Bahá’u’lláhs'	Bahá'u'lláhs'	1
Bahá’u’lláhs'.	Bahá'u'llahs'.	1
Bahá’u’lláhs'.	Bahá'u'lláhs'.	1
Bahá’u’lláhs's	Bahá'u'llahs's	1
Bahá’u’lláhs	Bahá'u'lláhs	1
Bahá’u’lláhsi	Bahá'u'llahsi	1
Bahá’u’lláhst.)	Bahá'u'llahst.)	1
Bahá’u’lláhu'l-Abhá	Bahá'u'llahu'l-Abhá	1
Bahá’u’lláhu'l-Abhá.	Bahá'u'llahu'l-Abhá.	1
Bahá’íAdmimMdion,	Bahá'iAdmimMdion,	1
Bahá’íAdministmtion,	Bahá'iAdministmtion,	1
Bahá’íCenter	Bahá'iCenter	1
Bahá’íEpistemology',	Bahá'íEpistemology',	1
Bahá’íFaith.	Bahá'iFaith.	1
Bahá’íFeast	Bahá'iFeast	1
Bahá’íHisto?y	Bahá'iHisto?y	1
Bahá’íHistory.	Bahá'íHistory.	1
Bahá’íJmus,	Bahá'iJmus,	1
Bahá’íReligion	Bahá'iReligion	1
Bahá’íS--SECTARIAN	Bahá'iS--SECTARIAN	1
Bahá’íStudi@s	Bahá'iStudi@s	1
Bahá’íamss,	Bahá'iamss,	1
Bahá’íamus,	Bahá'iamus,	1
Bahá’íe_,	Bahá'íe_,	1
Bahá’íe_	Bahá'ie_	1
Bahá’íe_	Bahá'íe_	1
Bahá’íe_.	Bahá'ie_.	1
Bahá’íe_.	Bahá'íe_.	1
Bahá’íenus,	Bahá'ienus,	1
Bahá’íism	Bahaiism	1
Bahá’íj	Bahaij	1
Bahá’íl	Bahá'il	1
Bahá’íme.	Bahá'ime.	1
Bahá’ímm.	Bahá'imm.	1
Bahá’ímms,	Bahá'imms,	1
Bahá’ímnna,	Bahá'imnna,	1
Bahá’ímnus,	Bahá'imnus,	1
Bahá’ímrus,	Bahá'imrus,	1
Bahá’ímua,	Bahá'imua,	1
Bahá’ímur,	Bahá'imur,	1
Bahá’ímwts,	Bahá'imwts,	1
Bahá’íng	Bahá'ing	1
Bahá’írmus,	Bahá'irmus,	1
Bahá’ísister,	Bahá'isister,	1
Bahá’ísm' (_Bahá’ísmus_,	Bahá'ism' (_Bahá'ismus_,	1
Bahá’ísm'"'	Bahá'ism'"'	1
Bahá’ísm'),	Bahá'ism'),	1
Bahá’ísm','"	Bahá'ism','"	1
Bahá’ísm'.	Bahá'ism'.	1
Bahá’ísm'.[1]	Bahaism'.[1]	1
Bahá’ísm'38'	Bahá'ism'38'	1
Bahá’ísm's7	Bahá'ism's7	1
Bahá’ísm)	Bahaism)	1
Bahá’ísm, Bahá’íst)	Bahaism, Bahaist)	1
Bahá’ísm,"	Bahá'ism,"	1
Bahá’ísm,	Bahá'ísm,	1
Bahá’ísm--History--20th	Bahaism--History--20th	1
Bahá’ísm	Bahá'ísm	1
Bahá’ísm."	Bahaism."	1
Bahá’ísm.[15]	Bahaism.[15]	1
Bahá’ísm:	Bahá'ísm:	1
Bahá’ísm;	Bahaism;	1
Bahá’ísmaw,	Bahá'ismaw,	1
Bahá’ísme.	Bahá'isme.	1
Bahá’ísmns.	Bahá'ismns.	1
Bahá’ísmru,	Bahá'ismru,	1
Bahá’ísmuJ,	Bahá'ismuJ,	1
Bahá’ísmua,	Bahá'ismua,	1
Bahá’ísmur,	Bahá'ismur,	1
Bahá’ísmus)	Bahá'ismus)	1
Bahá’ísmus-Religion	Bahá'ismus-Religion	1
Bahá’ísmus-ungewisse	Bahá'ismus-ungewisse	1
Bahá’ísmus.	Bahá'ísmus.	1
Bahá’ísmus:	Bahá'ísmus:	1
Bahá’ísnrt~s.	Bahá'isnrt~s.	1
Bahá’íst.	Bahaist.	1
Bahá’ísts,	Bahá'ists,	1
Bahá’íteachings	Bahá'iteachings	1
Bahá’ítum	Bahá'ítum	1
Bahá’ítum.	Bahá'ítum.	1
Bahá’ítum._	Bahá'ítum._	1
Bahá’ítum_)	Bahá'itum_)	1
Bahá’ítum_	Bahá'itum_	1
Bahá’ítum_.	Bahá'itum_.	1
Bahá’ítum_.	Bahá'ítum_.	1
Bahá’íu'llah's	Bahá'iu'llah's	1
Bahá’íyouth,	Bahá'iyouth,	1
Bahá’íyyih,	Bahá'íyyih,	1
Banu-Bahjílah,	Banu-Bajilah,	1
Baqir-i-Kás_háni,	Baqir-i-Kás_hání,	1
Baqir-i-Kás_háni	Baqir-i-Kás_hání	1
Bayánda	Bayanda	1
Bayánic	Bayanic	1
Bayániyya	Bayaniyya	1
Bayániyya.	Bayaniyya.	1
Bayáns,	Beyens,	1
Bayáns.	Bayans.	1
Bayáns:	Bayans:	1
Bayánu'l-'Arabi	Bayanu'l-'Arabi	1
Bibi-Shahr-Banu,	Bibi-S_háhr-Banu,	1
Bibi-Shahrbanu,	Bibi-S_háhrbanu,	1
B~biandBaháYHisto,y	B~biandBahaYHisto,y	1
BÁBS	BABS	1
Bábs'fs	Babs'fs	1
Bábs'ls	Babs'ls	1
Bábs'u'k%h,	Babs'u'k%h,	1
Bábs'u'llBh	Babs'u'llBh	1
Bábs'u'llBh.	Babs'u'llBh.	1
Bábs,	Babs,	1
Bábsi	Babsi	1
Dhu'sh-Shahadatayn	Dhu'sh-S_háhadatayn	1
Diya'u'l-Ḥájíyyih,	Diya'u'l-Hajiyyih,	1
Diya'u'l-Ḥájíyyih	Diya'u'l-Hajiyyih	1
Diyau'l-Ḥájíyyih,	Diyau'l-Hajiyyih,	1
EnfBahá’íkssreO.	EnfBahá'ikssreO.	1
FADIL-I-YAZDÍ.	FAḌIL-I-YAZDÍ.	1
FADIL-i-MAZINDARANI,	FAḌIL-i-MÁZINDARÁNÍ,	1
FADIL-l-MAZINDARANI,	FAḌIL-l-MÁZINDARÁNÍ,	1
FARUHAR	FARÚḤÁR	1
FAZLU	FAḌLU	1
FURUHI	FURÚḤÍ	1
FURUTAN MUḤÁJÍR	FURÚTAN MUHAJIR	1
Faḍil-i-Mázindaráni--a	Faḍil-i-Mázindarání--a	1
Faḍil-i-Ṭihráni	Faḍil-i-Tihrani	1
Faḍlu'llah-i-Nuri,	Faḍlu'llah-i-Núrí,	1
Faḍlu'llah-i-Nuri[2]	Faḍlu'llah-i-Núrí[2]	1
Fárábís	Farabis	1
Fáṭimihs	Fatimihs	1
GÍQÁNGORO	GIKANGORO	1
HADI	HÁDÍ	1
HAKIMAN	ḤAKÍMAN	1
HAZIRA	ḤAẒÍRA	1
HONOUR.	HONÚR.	1
HOSSAIN	ḤUSAYN	1
HUSSEIN	ḤUSAYN	1
HabibAlláh	HabibAllah	1
Hashrim-i-Kás_háni,	Hashrim-i-Kás_hání,	1
I;azlu'lldl~-i-Nuri	I;azlu'lldl~-i-Núrí	1
IBN-I-ABHÁR	IBN-I-ABHAR	1
IBRAHIM-I-KHALIL	IBRAḤÍM-I-KHALIL	1
IMAM,	IMÁM,	1
IMAMATE	IMÁMATE	1
INABILITY	INABÍLITY	1
ISMA'IL-I-KASHANI	ISMA'IL-I-KÁS_HÁNÍ	1
Ibn-i-.Ḥájíb	Ibn-i-.Hájib	1
Ibn-i-Abhár's	Ibn-i-Abhar's	1
Ibn-i-Abhár:	Ibn-i-Abhar:	1
Ibn-i-Ḥájíb	Ibn-i-Hajib	1
Ibn-i-Ḥájíb	Ibn-i-Hajíb	1
Ibni-Abhár	Ibni-Abhar	1
Ibrahim-i-Abhári	Ibrahim-i-Abhari	1
Ibrahim-i-Kás_háni,[1]	Ibrahim-i-Kás_hání,[1]	1
Ibrahim-i-Kás_háni	Ibrahim-i-Kás_hání	1
Ibráhím-i-Abhárí	Ibráhím-i-Abharí	1
Iski-Shahr,	Iski-S_háhr,	1
Iski-Shahr.	Iski-S_háhr.	1
Isma'il-i-Kás_háni,	Isma'il-i-Kás_hání,	1
Isma'ili-S_hayk_hi	Isma'ili-Shaykhi	1
Iṣfahánian,	Isfahanian,	1
Iṣfahánl,	Isfahanl,	1
Iṣfahání	Esfahani	1
JALAL HAKIMAN,	JALÁL ḤAKÍMAN,	1
JAMAL	JAMÁL	1
JAMALU'D-DIN,	JAMÁLU'D-DIN,	1
JAMALU	JAMÁLU	1
Janiy-i-Kás_háni,[1]	Janiy-i-Kás_hání,[1]	1
Jinab-i-Faḍil-i-Mázindaráni,	Jinab-i-Faḍil-i-Mázindarání,	1
Jinab-i-Faḍil-i-Mázindaráni	Jinab-i-Faḍil-i-Mázindarání	1
Jinab-i-ibn-i-Abhár,	Jinab-i-ibn-i-Abhar,	1
KAM‘ALÍ'D-DIN	KAMÁLI'D-DIN	1
KASHANI.	KÁS_HÁNÍ.	1
KATIBPUR-SHAHIDI	KATIBPUR-S_HÁHIDI	1
KHADI'I	KHÁDÍ'I	1
KHAN,	K_HÁN,	1
KHAN-I-'AVAMID	K_HÁN-I-'AVAMID	1
KHAN-I-BALUCH	K_HÁN-I-BALUCH	1
KHURASAN KASHAN	K_HURASÁN KÁS_HÁN	1
KHURASAN,	K_HURASÁN,	1
KHURASAN.	K_HURASÁN.	1
KITÁBJf.	KITABJf.	1
K_hayyáms,	Khayyams,	1
K_hurasánís'	Khurasanis'	1
K_hurasánís	Khurasanis	1
K_hurasánís.	Khurasanis.	1
K_hániNuri,	K_hániNúrí,	1
K_hánum-i-Nuri,	K_hánum-i-Núrí,	1
Karim-i-Ṭihráni,	Karim-i-Tihrani,	1
Key-K_husraws	Key-Khusraws	1
Khalil-i-Kás_háni.	Khalil-i-Kás_hání.	1
Khan--1901.	K_hán--1901.	1
Khan--Come--‘Abbás	K_hán--Come--‘Abbás	1
Khan--absent	K_hán--absent	1
Khan--and	K_hán--and	1
Khan--but	K_hán--but	1
Khan--in	K_hán--in	1
Khan--letters	K_hán--letters	1
Khan--may	K_hán--may	1
Khan--thank	K_hán--thank	1
Khan--to	K_hán--to	1
Khan--was	K_hán--was	1
Khan--young,	K_hán--young,	1
Khan-Atash,	K_hán-Atash,	1
Khan-Baba Khan-i-Sardar.	K_hán-Baba K_hán-i-Sardar.	1
Khan-Baba-K_hán.	K_hán-Baba-K_hán.	1
Khan-Baligh--the	K_hán-Baligh--the	1
Khan-Khanan	K_hán-Khanan	1
Khan-Mac	K_hán-Mac	1
Khan-Nanih,	K_hán-Nanih,	1
Khan-i-'Arab.	K_hán-i-'Arab.	1
Khan-i-,	K_hán-i-,	1
Khan-i-Afghan.	K_hán-i-Afghan.	1
Khan-i-Afranj.	K_hán-i-Afranj.	1
Khan-i-Afrukhtih[1]	K_hán-i-Afrukhtih[1]	1
Khan-i-Afrukhtih]	K_hán-i-Afrukhtih]	1
Khan-i-Afshar	K_hán-i-Afshar	1
Khan-i-Amir	K_hán-i-Amir	1
Khan-i-Baluch	K_hán-i-Baluch	1
Khan-i-Baluch]	K_hán-i-Baluch]	1
Khan-i-Balyuz--and	K_hán-i-Balyuz--and	1
Khan-i-Bardsiri,	K_hán-i-Bardsiri,	1
Khan-i-Biglarbagi,[1]	K_hán-i-Biglarbagi,[1]	1
Khan-i-Chapar	K_hán-i-Chapar	1
Khan-i-Darughih	K_hán-i-Darughih	1
Khan-i-Darughih.[F1]	K_hán-i-Darughih.[F1]	1
Khan-i-Durrani,	K_hán-i-Durrani,	1
Khan-i-Fathabadi,	K_hán-i-Fathabadi,	1
Khan-i-Furughi,	K_hán-i-Furughi,	1
Khan-i-Garrasi	K_hán-i-Garrasi	1
Khan-i-Garrusi	K_hán-i-Garrusi	1
Khan-i-Ghaffari,[1]	K_hán-i-Ghaffari,[1]	1
Khan-i-Giranmayih,	K_hán-i-Giranmayih,	1
Khan-i-Gurji	K_hán-i-Gurji	1
Khan-i-Hidayat,[1]	K_hán-i-Hidayat,[1]	1
Khan-i-Hidayat	K_hán-i-Hidayat	1
Khan-i-Hidayat;	K_hán-i-Hidayat;	1
Khan-i-I(ishan!	K_hán-i-I(ishan!	1
Khan-i-Ilbagi,	K_hán-i-Ilbagi,	1
Khan-i-Iravani	K_hán-i-Iravani	1
Khan-i-Irvani.	K_hán-i-Irvani.	1
Khan-i-Javanshir.	K_hán-i-Javanshir.	1
Khan-i-Jurayni,[1]	K_hán-i-Jurayni,[1]	1
Khan-i-Jurayni	K_hán-i-Jurayni	1
Khan-i-Kalantar	K_hán-i-Kalantar	1
Khan-i-Khamsih	K_hán-i-Khamsih	1
Khan-i-Khu'i	K_hán-i-Khu'i	1
Khan-i-Khurre,	K_hán-i-Khurre,	1
Khan-i-Kirgan,	K_hán-i-Kirgan,	1
Khan-i-Kirgan.	K_hán-i-Kirgan.	1
Khan-i-Kirmani's[1]	K_hán-i-Kirmani's[1]	1
Khan-i-Kirmani--to	K_hán-i-Kirmani--to	1
Khan-i-Kirmani.[1]	K_hán-i-Kirmani.[1]	1
Khan-i-Kirmani.[36-3]	K_hán-i-Kirmani.[36-3]	1
Khan-i-Kirmani;	K_hán-i-Kirmani;	1
Khan-i-Kujuri,	K_hán-i-Kujuri,	1
Khan-i-Kurdistani.	K_hán-i-Kurdistani.	1
Khan-i-Mahallati.	K_hán-i-Mahallati.	1
Khan-i-Maydan-Qal'a'i	K_hán-i-Maydan-Qal'a'i	1
Khan-i-Milani,,	K_hán-i-Milani,,	1
Khan-i-Mrukhtih)	K_hán-i-Mrukhtih)	1
Khan-i-Mukri,	K_hán-i-Mukri,	1
Khan-i-Mukri.	K_hán-i-Mukri.	1
Khan-i-Mustawfi,	K_hán-i-Mustawfi,	1
Khan-i-Nu'ri,	K_hán-i-Nu'ri,	1
Khan-i-Nuri.	K_hán-i-Núrí.	1
Khan-i-Nuri;	K_hán-i-Núrí;	1
Khan-i-Pahlavan,	K_hán-i-Pahlavan,	1
Khan-i-Qal'a-Mahmudf.	K_hán-i-Qal'a-Mahmudf.	1
Khan-i-Qal'a-Mahmudi	K_hán-i-Qal'a-Mahmudi	1
Khan-i-Qal'a-Maḥmúd',	K_hán-i-Qal'a-Maḥmúd',	1
Khan-i-Qarachih-Daghi	K_hán-i-Qarachih-Daghi	1
Khan-i-Qarachih-Daghi.	K_hán-i-Qarachih-Daghi.	1
Khan-i-Qaraguzlu,	K_hán-i-Qaraguzlu,	1
Khan-i-Qashqa'i,	K_hán-i-Qashqa'i,	1
Khan-i-Qazvini[F1]).	K_hán-i-Qazvini[F1]).	1
Khan-i-Qájár-i-Quyunlu,	K_hán-i-Qájár-i-Quyunlu,	1
Khan-i-Qá’im-Maqami,	K_hán-i-Qá’im-Maqami,	1
Khan-i-S_hírází,	K_hán-i-S_hírází,	1
Khan-i-Sarraf.	K_hán-i-Sarraf.	1
Khan-i-Sartip.	K_hán-i-Sartip.	1
Khan-i-Sartip],	K_hán-i-Sartip],	1
Khan-i-Sarvistani,	K_hán-i-Sarvistani,	1
Khan-i-Shahsavan,	K_hán-i-S_háhsavan,	1
Khan-i-Shavirdi,[1]	K_hán-i-Shavirdi,[1]	1
Khan-i-Shaybani,	K_hán-i-Shaybani,	1
Khan-i-Sipihr	K_hán-i-Sipihr	1
Khan-i-Suq-i-Abyad.	K_hán-i-Suq-i-Abyad.	1
Khan-i-Tunukabani,	K_hán-i-Tunukabani,	1
Khan-i-Tunukabuni,	K_hán-i-Tunukabuni,	1
Khan-i-Tunukabuni.	K_hán-i-Tunukabuni.	1
Khan-i-Turkaman,[1]	K_hán-i-Turkaman,[1]	1
Khan-i-Vakíl,	K_hán-i-Vakíl,	1
Khan-i-Vakíl	K_hán-i-Vakíl	1
Khan-i-Valí.	K_hán-i-Valí.	1
Khan-i-Varqá.	K_hán-i-Varqá.	1
Khan-i-Vazir.[F3]]	K_hán-i-Vazir.[F3]]	1
Khan-i-Vazlr	K_hán-i-Vazlr	1
Khan-i-Yavar,	K_hán-i-Yavar,	1
Khan-i-Yavar	K_hán-i-Yavar	1
Khan-i-Yavar.[F1]	K_hán-i-Yavar.[F1]	1
Khan-i-Yusufiyan.	K_hán-i-Yusufiyan.	1
Khan-i-Zand--in	K_hán-i-Zand--in	1
Khan-i-Zand.	K_hán-i-Zand.	1
Khan-very	K_hán-very	1
Khayyat-i-Kás_háni,	Khayyat-i-Kás_hání,	1
Khán-Nanih,	K_hán-Nanih,	1
Khán-Nanih.	K_hán-Nanih.	1
Khán-Nanih;	K_hán-Nanih;	1
Khán-i-Kirmání's	K_hán-i-Kirmání's	1
Khán-i-Núrí,	K_hán-i-Núrí,	1
Khán-i	K_hán-i	1
Kás_háni's	Kás_hání's	1
Kás_hánih.'	Kashanih.'	1
Kás_hánis	Kashanis	1
Káẓim-i-Ras_hti,[1]	Káẓim-i-Ras_htí,[1]	1
Káẓim-i-Ras_hti.[4]	Káẓim-i-Ras_htí.[4]	1
LOVE--BANANI	LOVE--BANÁNÍ	1
LiBahá’írie	LiBahá'irie	1
MAHABHÁRATA--[underlined]	MAHABHARATA--[underlined]	1
MAS_HRIQU’L-AD_HKÁRS,	MASHRIQU'L-ADHKARS,	1
MAZINDARAN.	MÁZINDARÁN.	1
MAḤMÚD-I-KASHANI	MAḤMÚD-I-KÁS_HÁNÍ	1
MIHDI.	MIHDÍ.	1
MIHDIY-I-RAS_HTI'S	MIHDÍY-I-RAS_HTÍ'S	1
MIHDIZADIH,	MIHDÍZADIH,	1
MONEER	MUNÍR	1
MONEER.	MUNÍR.	1
MULLA ‘ALÍ-AKBAR-I-SHAHMÍRZÁDI	MULLÁ ‘ALÍ-AKBAR-I-S_HÁHMIRZADI	1
MUḤAMMAD ‘ALÍ	MUḤAMMAD-‘ALÍ	1
MUḤAMMAD-TAQI, IBN-I-ABHÁR	MUḤAMMAD-TAQÍ, IBN-I-ABHAR	1
MUḤAMMAD-TAQIY-I-AFNAN	MUḤAMMAD-TAQIY-I-AFNÁN	1
MUḤÁJÍR,	MUHAJIR,	1
Majíd Khan-i-Ahi,	Majíd() K_hán-i-Ahi,	1
Majíd,	Majíd(),	1
Majíd-i-Áhí,	Majíd()-i-Áhí,	1
Majíd.'[49]	Majíd().'[49]	1
Majíd.	Majíd().	1
Majídi,	Majidi,	1
Majídis	Majidis	1
Mas_hhadi	Mashadi	1
Mas_hriqu’l-Ad_hkárs,	Mashrak-el-Azkars,	1
Mas_hriqu’l-Ad_hkárs,	Mashriqu'l-Adhkárs,	1
Mas_hriqu’l-Ad_hkárs	Mashrekul-Azkars	1
Mas_hriqu’l-Ad_hkárs.	Mashrak-el-Azkars.	1
Mas_hriqu’l-Ad_hkárs.	Mashriqu'l-Adhkars.	1
Mas_hriqu’l-Ad_hkárs.	Mashriqu'l-Adkars.	1
Mas_hriqu’l-Ad_hkárs.lO	Mashriqu'l-Adhkars.lO	1
Maḥmúd-Kás_háni:	Maḥmúd-Kás_hání:	1
Maḥmúd-i-Kás_háni,[1]	Maḥmúd-i-Kás_hání,[1]	1
